sgRNA	Gene	49117_9
SHANK2_1	SHANK2	0
SHANK2_2	SHANK2	0
SHANK2_3	SHANK2	0
SHANK2_4	SHANK2	0
SHANK2_5	SHANK2	0
SHANK3_1	SHANK3	0
SHANK3_2	SHANK3	0
SHANK3_3	SHANK3	0
SHANK3_4	SHANK3	0
SHARPIN_1	SHARPIN	0
SHARPIN_2	SHARPIN	0
SHARPIN_3	SHARPIN	0
SHARPIN_4	SHARPIN	0
SHARPIN_5	SHARPIN	0
SHB_1	SHB	0
SHB_2	SHB	0
SHB_3	SHB	0
SHB_4	SHB	0
SHBG_1	SHBG	0
SHBG_2	SHBG	0
SHBG_3	SHBG	0
SHBG_4	SHBG	0
SHBG_5	SHBG	0
SHC1_1	SHC1	0
SHC1_2	SHC1	0
SHC1_3	SHC1	0
SHC1_4	SHC1	0
SHC1_5	SHC1	0
SHC2_1	SHC2	0
SHC2_2	SHC2	0
SHC2_3	SHC2	0
SHC2_4	SHC2	0
SHC2_5	SHC2	0
SHC3_1	SHC3	0
SHC3_2	SHC3	0
SHC3_3	SHC3	0
SHC3_4	SHC3	0
SHC3_5	SHC3	0
SHC4_1	SHC4	0
SHC4_2	SHC4	0
SHC4_3	SHC4	0
SHC4_4	SHC4	0
SHC4_5	SHC4	0
SHCBP1_1	SHCBP1	0
SHCBP1_2	SHCBP1	0
SHCBP1_3	SHCBP1	0
SHCBP1_4	SHCBP1	0
SHCBP1_5	SHCBP1	0
SHCBP1L_1	SHCBP1L	0
SHCBP1L_2	SHCBP1L	0
SHCBP1L_4	SHCBP1L	0
SHCBP1L_5	SHCBP1L	0
SHD_1	SHD	0
SHD_2	SHD	0
SHD_3	SHD	0
SHD_4	SHD	0
SHE_3	SHE	0
SHE_4	SHE	0
SHE_5	SHE	0
SHF_1	SHF	0
SHF_2	SHF	0
SHF_3	SHF	0
SHF_4	SHF	0
SHF_5	SHF	0
SHFM1_1	SHFM1	0
SHFM1_2	SHFM1	0
SHFM1_3	SHFM1	0
SHFM1_4	SHFM1	0
SHFM1_5	SHFM1	0
SHH_1	SHH	0
SHH_2	SHH	0
SHH_4	SHH	0
SHH_5	SHH	0
SHISA2_1	SHISA2	0
SHISA2_4	SHISA2	0
SHISA2_5	SHISA2	0
SHISA3_1	SHISA3	0
SHISA3_2	SHISA3	0
SHISA3_3	SHISA3	0
SHISA3_4	SHISA3	0
SHISA3_5	SHISA3	0
SHISA4_1	SHISA4	0
SHISA4_2	SHISA4	0
SHISA4_3	SHISA4	0
SHISA4_5	SHISA4	0
SHISA5_1	SHISA5	0
SHISA5_2	SHISA5	0
SHISA5_3	SHISA5	0
SHISA5_4	SHISA5	0
SHISA5_5	SHISA5	0
SHISA6_1	SHISA6	0
SHISA6_2	SHISA6	0
SHISA6_4	SHISA6	0
SHISA6_5	SHISA6	0
SHISA7_1	SHISA7	0
SHISA7_2	SHISA7	0
SHISA7_3	SHISA7	0
SHISA7_4	SHISA7	0
SHISA7_5	SHISA7	0
SHISA8_3	SHISA8	0
SHISA8_4	SHISA8	0
SHISA8_5	SHISA8	0
SHISA9_1	SHISA9	0
SHISA9_2	SHISA9	0
SHISA9_3	SHISA9	0
SHISA9_4	SHISA9	0
SHKBP1_1	SHKBP1	0
SHKBP1_2	SHKBP1	0
SHKBP1_3	SHKBP1	0
SHKBP1_4	SHKBP1	0
SHKBP1_5	SHKBP1	0
SHMT1_1	SHMT1	0
SHMT1_2	SHMT1	0
SHMT1_4	SHMT1	0
SHMT1_5	SHMT1	0
SHMT2_2	SHMT2	0
SHMT2_3	SHMT2	0
SHMT2_4	SHMT2	0
SHMT2_5	SHMT2	0
SHOC2_2	SHOC2	0
SHOC2_3	SHOC2	0
SHOC2_4	SHOC2	0
SHOC2_5	SHOC2	0
SHOX2_1	SHOX2	0
SHOX2_2	SHOX2	0
SHOX2_3	SHOX2	0
SHOX2_4	SHOX2	0
SHOX2_5	SHOX2	0
SHPK_1	SHPK	0
SHPK_2	SHPK	0
SHPK_3	SHPK	0
SHPK_4	SHPK	0
SHPK_5	SHPK	0
SHPRH_1	SHPRH	0
SHPRH_3	SHPRH	0
SHPRH_4	SHPRH	0
SHPRH_5	SHPRH	0
SHQ1_1	SHQ1	0
SHQ1_2	SHQ1	0
SHQ1_3	SHQ1	0
SHQ1_4	SHQ1	0
SHROOM1_2	SHROOM1	0
SHROOM1_3	SHROOM1	0
SHROOM1_4	SHROOM1	0
SHROOM1_5	SHROOM1	0
SHROOM2_1	SHROOM2	0
SHROOM2_2	SHROOM2	0
SHROOM2_3	SHROOM2	0
SHROOM2_5	SHROOM2	0
SHROOM3_1	SHROOM3	0
SHROOM3_2	SHROOM3	0
SHROOM3_4	SHROOM3	0
SHROOM3_5	SHROOM3	0
SHROOM4_1	SHROOM4	0
SHROOM4_2	SHROOM4	0
SHROOM4_3	SHROOM4	0
SHROOM4_4	SHROOM4	0
SHROOM4_5	SHROOM4	0
SHTN1_1	SHTN1	0
SHTN1_2	SHTN1	0
SHTN1_3	SHTN1	0
SHTN1_4	SHTN1	0
SHTN1_5	SHTN1	0
SI_1	SI	0
SI_2	SI	0
SI_3	SI	0
SI_4	SI	0
SI_5	SI	0
SIAE_1	SIAE	0
SIAE_2	SIAE	0
SIAE_3	SIAE	0
SIAE_4	SIAE	0
SIAE_5	SIAE	0
SIAH1_2	SIAH1	0
SIAH1_3	SIAH1	0
SIAH1_4	SIAH1	0
SIAH1_5	SIAH1	0
SIAH2_1	SIAH2	0
SIAH2_2	SIAH2	0
SIAH2_3	SIAH2	0
SIAH2_4	SIAH2	0
SIAH2_5	SIAH2	0
SIAH3_1	SIAH3	0
SIAH3_2	SIAH3	0
SIAH3_3	SIAH3	0
SIAH3_4	SIAH3	0
SIAH3_5	SIAH3	0
SIDT1_1	SIDT1	0
SIDT1_2	SIDT1	0
SIDT1_3	SIDT1	0
SIDT1_4	SIDT1	0
SIDT1_5	SIDT1	0
SIDT2_1	SIDT2	0
SIDT2_4	SIDT2	0
SIGIRR_1	SIGIRR	0
SIGIRR_2	SIGIRR	0
SIGIRR_3	SIGIRR	0
SIGIRR_4	SIGIRR	0
SIGIRR_5	SIGIRR	0
SIGLEC1_1	SIGLEC1	0
SIGLEC1_2	SIGLEC1	0
SIGLEC1_3	SIGLEC1	0
SIGLEC1_4	SIGLEC1	0
SIGLEC1_5	SIGLEC1	0
SIGLEC10_1	SIGLEC10	0
SIGLEC10_2	SIGLEC10	0
SIGLEC10_3	SIGLEC10	0
SIGLEC10_4	SIGLEC10	0
SIGLEC10_5	SIGLEC10	0
SIGLEC11_1	SIGLEC11	0
SIGLEC11_2	SIGLEC11	0
SIGLEC11_3	SIGLEC11	0
SIGLEC11_5	SIGLEC11	0
SIGLEC12_1	SIGLEC12	0
SIGLEC12_2	SIGLEC12	0
SIGLEC12_3	SIGLEC12	0
SIGLEC12_4	SIGLEC12	0
SIGLEC12_5	SIGLEC12	0
SIGLEC14_2	SIGLEC14	0
SIGLEC14_3	SIGLEC14	0
SIGLEC14_4	SIGLEC14	0
SIGLEC14_5	SIGLEC14	0
SIGLEC15_1	SIGLEC15	0
SIGLEC15_2	SIGLEC15	0
SIGLEC15_3	SIGLEC15	0
SIGLEC15_4	SIGLEC15	0
SIGLEC15_5	SIGLEC15	0
SIGLEC6_1	SIGLEC6	0
SIGLEC6_2	SIGLEC6	0
SIGLEC6_3	SIGLEC6	0
SIGLEC6_4	SIGLEC6	0
SIGLEC6_5	SIGLEC6	0
SIGLEC7_1	SIGLEC7	0
SIGLEC7_2	SIGLEC7	0
SIGLEC7_4	SIGLEC7	0
SIGLEC7_5	SIGLEC7	0
SIGLEC8_1	SIGLEC8	0
SIGLEC8_2	SIGLEC8	0
SIGLEC8_3	SIGLEC8	0
SIGLEC8_4	SIGLEC8	0
SIGLEC8_5	SIGLEC8	0
SIGLEC9_1	SIGLEC9	0
SIGLEC9_2	SIGLEC9	0
SIGLEC9_3	SIGLEC9	0
SIGLEC9_4	SIGLEC9	0
SIGLEC9_5	SIGLEC9	0
SIGLECL1_1	SIGLECL1	0
SIGLECL1_2	SIGLECL1	0
SIGLECL1_3	SIGLECL1	0
SIGLECL1_5	SIGLECL1	0
SIGMAR1_2	SIGMAR1	0
SIGMAR1_3	SIGMAR1	0
SIGMAR1_4	SIGMAR1	0
SIGMAR1_5	SIGMAR1	0
SIK1_1	SIK1	0
SIK1_2	SIK1	0
SIK1_3	SIK1	0
SIK1_4	SIK1	0
SIK2_2	SIK2	0
SIK2_3	SIK2	0
SIK2_4	SIK2	0
SIK2_5	SIK2	0
SIK3_1	SIK3	0
SIK3_2	SIK3	0
SIK3_3	SIK3	0
SIK3_4	SIK3	0
SIK3_5	SIK3	0
SIKE1_1	SIKE1	0
SIKE1_2	SIKE1	0
SIKE1_3	SIKE1	0
SIKE1_4	SIKE1	0
SIKE1_5	SIKE1	0
SIL1_1	SIL1	0
SIL1_2	SIL1	0
SIL1_4	SIL1	0
SIL1_5	SIL1	0
SIM1_1	SIM1	0
SIM1_2	SIM1	0
SIM1_4	SIM1	0
SIM2_1	SIM2	0
SIM2_2	SIM2	0
SIM2_3	SIM2	0
SIM2_4	SIM2	0
SIM2_5	SIM2	0
SIMC1_1	SIMC1	0
SIMC1_2	SIMC1	0
SIMC1_3	SIMC1	0
SIMC1_4	SIMC1	0
SIMC1_5	SIMC1	0
SIN3A_1	SIN3A	0
SIN3A_2	SIN3A	0
SIN3A_3	SIN3A	0
SIN3A_4	SIN3A	0
SIN3A_5	SIN3A	0
SIN3B_1	SIN3B	0
SIN3B_2	SIN3B	0
SIN3B_3	SIN3B	0
SIN3B_4	SIN3B	0
SIN3B_5	SIN3B	0
SIPA1_1	SIPA1	0
SIPA1_3	SIPA1	0
SIPA1_4	SIPA1	0
SIPA1_5	SIPA1	0
SIPA1L1_1	SIPA1L1	0
SIPA1L1_2	SIPA1L1	0
SIPA1L1_3	SIPA1L1	0
SIPA1L1_4	SIPA1L1	0
SIPA1L2_1	SIPA1L2	0
SIPA1L2_2	SIPA1L2	0
SIPA1L2_3	SIPA1L2	0
SIPA1L2_4	SIPA1L2	0
SIPA1L3_1	SIPA1L3	0
SIPA1L3_2	SIPA1L3	0
SIPA1L3_3	SIPA1L3	0
SIPA1L3_4	SIPA1L3	0
SIPA1L3_5	SIPA1L3	0
SIRPA_1	SIRPA	0
SIRPA_2	SIRPA	0
SIRPA_3	SIRPA	0
SIRPA_5	SIRPA	0
SIRPB1_1	SIRPB1	0
SIRPB1_2	SIRPB1	0
SIRPB1_3	SIRPB1	0
SIRPB1_4	SIRPB1	0
SIRPB1_5	SIRPB1	0
SIRPB2_1	SIRPB2	0
SIRPB2_2	SIRPB2	0
SIRPB2_4	SIRPB2	0
SIRPB2_5	SIRPB2	0
SIRPD_1	SIRPD	0
SIRPD_2	SIRPD	0
SIRPD_3	SIRPD	0
SIRPD_4	SIRPD	0
SIRPD_5	SIRPD	0
SIRPG_2	SIRPG	0
SIRPG_3	SIRPG	0
SIRPG_4	SIRPG	0
SIRPG_5	SIRPG	0
SIRT1_1	SIRT1	0
SIRT1_3	SIRT1	0
SIRT1_4	SIRT1	0
SIRT1_5	SIRT1	0
SIRT2_1	SIRT2	0
SIRT2_2	SIRT2	0
SIRT2_3	SIRT2	0
SIRT2_4	SIRT2	0
SIRT2_5	SIRT2	0
SIRT3_1	SIRT3	0
SIRT3_3	SIRT3	0
SIRT3_4	SIRT3	0
SIRT3_5	SIRT3	0
SIRT4_1	SIRT4	0
SIRT4_2	SIRT4	0
SIRT4_3	SIRT4	0
SIRT4_4	SIRT4	0
SIRT4_5	SIRT4	0
SIRT5_1	SIRT5	0
SIRT5_2	SIRT5	0
SIRT5_3	SIRT5	0
SIRT5_4	SIRT5	0
SIRT5_5	SIRT5	0
SIRT6_2	SIRT6	0
SIRT6_3	SIRT6	0
SIRT7_2	SIRT7	0
SIRT7_3	SIRT7	0
SIRT7_4	SIRT7	0
SIRT7_5	SIRT7	0
SIT1_1	SIT1	0
SIT1_3	SIT1	0
SIT1_4	SIT1	0
SIT1_5	SIT1	0
SIVA1_1	SIVA1	0
SIVA1_2	SIVA1	0
SIVA1_3	SIVA1	0
SIVA1_4	SIVA1	0
SIVA1_5	SIVA1	0
SIX1_1	SIX1	0
SIX1_2	SIX1	0
SIX1_3	SIX1	0
SIX1_4	SIX1	0
SIX1_5	SIX1	0
SIX2_1	SIX2	0
SIX2_2	SIX2	0
SIX2_3	SIX2	0
SIX2_4	SIX2	0
SIX2_5	SIX2	0
SIX3_1	SIX3	0
SIX3_3	SIX3	0
SIX3_4	SIX3	0
SIX3_5	SIX3	0
SIX4_1	SIX4	0
SIX4_2	SIX4	0
SIX4_3	SIX4	0
SIX4_4	SIX4	0
SIX4_5	SIX4	0
SIX5_1	SIX5	0
SIX5_2	SIX5	0
SIX5_3	SIX5	0
SIX5_4	SIX5	0
SIX5_5	SIX5	0
SIX6_1	SIX6	0
SIX6_2	SIX6	0
SIX6_3	SIX6	0
SIX6_4	SIX6	0
SIX6_5	SIX6	0
SKA1_1	SKA1	0
SKA1_2	SKA1	0
SKA1_3	SKA1	0
SKA1_4	SKA1	0
SKA1_5	SKA1	0
SKA2_1	SKA2	0
SKA2_3	SKA2	0
SKA2_4	SKA2	0
SKA3_1	SKA3	0
SKA3_2	SKA3	0
SKA3_3	SKA3	0
SKA3_4	SKA3	0
SKA3_5	SKA3	0
SKAP1_1	SKAP1	0
SKAP1_2	SKAP1	0
SKAP1_3	SKAP1	0
SKAP1_4	SKAP1	0
SKAP1_5	SKAP1	0
SKAP2_1	SKAP2	0
SKAP2_2	SKAP2	0
SKAP2_3	SKAP2	0
SKAP2_4	SKAP2	0
SKAP2_5	SKAP2	0
SKI_1	SKI	0
SKI_2	SKI	0
SKI_3	SKI	0
SKI_4	SKI	0
SKIDA1_1	SKIDA1	0
SKIDA1_2	SKIDA1	0
SKIDA1_3	SKIDA1	0
SKIDA1_4	SKIDA1	0
SKIDA1_5	SKIDA1	0
SKIL_1	SKIL	0
SKIL_2	SKIL	0
SKIL_3	SKIL	0
SKIL_4	SKIL	0
SKIL_5	SKIL	0
SKIV2L_3	SKIV2L	0
SKIV2L_4	SKIV2L	0
SKIV2L_5	SKIV2L	0
SKIV2L2_1	SKIV2L2	0
SKIV2L2_2	SKIV2L2	0
SKIV2L2_3	SKIV2L2	0
SKIV2L2_4	SKIV2L2	0
SKIV2L2_5	SKIV2L2	0
SKOR1_1	SKOR1	0
SKOR1_2	SKOR1	0
SKOR1_4	SKOR1	0
SKOR1_5	SKOR1	0
SKOR2_1	SKOR2	0
SKOR2_2	SKOR2	0
SKOR2_3	SKOR2	0
SKOR2_4	SKOR2	0
SKOR2_5	SKOR2	0
SKP1_1	SKP1	0
SKP1_2	SKP1	0
SKP1_4	SKP1	0
SKP1_5	SKP1	0
SKP2_1	SKP2	0
SKP2_2	SKP2	0
SKP2_4	SKP2	0
SKP2_5	SKP2	0
SLA_2	SLA	0
SLA_4	SLA	0
SLA_5	SLA	0
SLA2_1	SLA2	0
SLA2_2	SLA2	0
SLA2_3	SLA2	0
SLA2_4	SLA2	0
SLA2_5	SLA2	0
SLAIN1_1	SLAIN1	0
SLAIN1_2	SLAIN1	0
SLAIN1_3	SLAIN1	0
SLAIN1_4	SLAIN1	0
SLAIN1_5	SLAIN1	0
SLAIN2_1	SLAIN2	0
SLAIN2_2	SLAIN2	0
SLAIN2_3	SLAIN2	0
SLAIN2_4	SLAIN2	0
SLAIN2_5	SLAIN2	0
SLAMF1_2	SLAMF1	0
SLAMF1_3	SLAMF1	0
SLAMF1_4	SLAMF1	0
SLAMF1_5	SLAMF1	0
SLAMF6_2	SLAMF6	0
SLAMF6_3	SLAMF6	0
SLAMF6_4	SLAMF6	0
SLAMF6_5	SLAMF6	0
SLAMF7_1	SLAMF7	0
SLAMF7_2	SLAMF7	0
SLAMF7_3	SLAMF7	0
SLAMF7_4	SLAMF7	0
SLAMF7_5	SLAMF7	0
SLAMF8_1	SLAMF8	0
SLAMF8_2	SLAMF8	0
SLAMF8_3	SLAMF8	0
SLAMF8_5	SLAMF8	0
SLAMF9_1	SLAMF9	0
SLAMF9_2	SLAMF9	0
SLAMF9_3	SLAMF9	0
SLAMF9_4	SLAMF9	0
SLAMF9_5	SLAMF9	0
SLBP_1	SLBP	0
SLBP_2	SLBP	0
SLBP_3	SLBP	0
SLBP_4	SLBP	0
SLBP_5	SLBP	0
SLC10A1_2	SLC10A1	0
SLC10A1_3	SLC10A1	0
SLC10A1_4	SLC10A1	0
SLC10A1_5	SLC10A1	0
SLC10A2_1	SLC10A2	0
SLC10A2_2	SLC10A2	0
SLC10A2_3	SLC10A2	0
SLC10A2_4	SLC10A2	0
SLC10A2_5	SLC10A2	0
SLC10A3_2	SLC10A3	0
SLC10A3_3	SLC10A3	0
SLC10A3_5	SLC10A3	0
SLC10A4_1	SLC10A4	0
SLC10A4_2	SLC10A4	0
SLC10A4_3	SLC10A4	0
SLC10A4_4	SLC10A4	0
SLC10A4_5	SLC10A4	0
SLC10A5_1	SLC10A5	0
SLC10A5_2	SLC10A5	0
SLC10A5_3	SLC10A5	0
SLC10A5_5	SLC10A5	0
SLC10A6_1	SLC10A6	0
SLC10A6_4	SLC10A6	0
SLC10A6_5	SLC10A6	0
SLC10A7_1	SLC10A7	0
SLC10A7_2	SLC10A7	0
SLC10A7_3	SLC10A7	0
SLC10A7_4	SLC10A7	0
SLC11A1_1	SLC11A1	0
SLC11A1_2	SLC11A1	0
SLC11A1_4	SLC11A1	0
SLC11A1_5	SLC11A1	0
SLC11A2_1	SLC11A2	0
SLC11A2_2	SLC11A2	0
SLC11A2_3	SLC11A2	0
SLC11A2_4	SLC11A2	0
SLC11A2_5	SLC11A2	0
SLC12A1_1	SLC12A1	0
SLC12A1_2	SLC12A1	0
SLC12A1_3	SLC12A1	0
SLC12A1_4	SLC12A1	0
SLC12A1_5	SLC12A1	0
SLC12A2_1	SLC12A2	0
SLC12A2_2	SLC12A2	0
SLC12A2_3	SLC12A2	0
SLC12A2_4	SLC12A2	0
SLC12A2_5	SLC12A2	0
SLC12A3_1	SLC12A3	0
SLC12A3_2	SLC12A3	0
SLC12A3_3	SLC12A3	0
SLC12A3_4	SLC12A3	0
SLC12A3_5	SLC12A3	0
SLC12A4_2	SLC12A4	0
SLC12A4_3	SLC12A4	0
SLC12A4_4	SLC12A4	0
SLC12A4_5	SLC12A4	0
SLC12A5_1	SLC12A5	0
SLC12A5_2	SLC12A5	0
SLC12A5_3	SLC12A5	0
SLC12A5_4	SLC12A5	0
SLC12A5_5	SLC12A5	0
SLC12A6_1	SLC12A6	0
SLC12A6_2	SLC12A6	0
SLC12A6_3	SLC12A6	0
SLC12A6_4	SLC12A6	0
SLC12A6_5	SLC12A6	0
SLC12A7_1	SLC12A7	0
SLC12A7_2	SLC12A7	0
SLC12A7_3	SLC12A7	0
SLC12A7_4	SLC12A7	0
SLC12A7_5	SLC12A7	0
SLC12A8_1	SLC12A8	0
SLC12A8_2	SLC12A8	0
SLC12A8_3	SLC12A8	0
SLC12A8_4	SLC12A8	0
SLC12A8_5	SLC12A8	0
SLC12A9_1	SLC12A9	0
SLC12A9_2	SLC12A9	0
SLC12A9_3	SLC12A9	0
SLC12A9_4	SLC12A9	0
SLC12A9_5	SLC12A9	0
SLC13A1_1	SLC13A1	0
SLC13A1_2	SLC13A1	0
SLC13A1_3	SLC13A1	0
SLC13A1_4	SLC13A1	0
SLC13A1_5	SLC13A1	0
SLC13A2_1	SLC13A2	0
SLC13A2_2	SLC13A2	0
SLC13A2_3	SLC13A2	0
SLC13A2_4	SLC13A2	0
SLC13A2_5	SLC13A2	0
SLC13A3_1	SLC13A3	0
SLC13A3_3	SLC13A3	0
SLC13A3_5	SLC13A3	0
SLC13A4_1	SLC13A4	0
SLC13A4_2	SLC13A4	0
SLC13A4_3	SLC13A4	0
SLC13A4_4	SLC13A4	0
SLC13A4_5	SLC13A4	0
SLC13A5_1	SLC13A5	0
SLC13A5_3	SLC13A5	0
SLC13A5_4	SLC13A5	0
SLC13A5_5	SLC13A5	0
SLC14A1_1	SLC14A1	0
SLC14A1_2	SLC14A1	0
SLC14A1_3	SLC14A1	0
SLC14A1_5	SLC14A1	0
SLC14A2_1	SLC14A2	0
SLC14A2_2	SLC14A2	0
SLC14A2_3	SLC14A2	0
SLC14A2_4	SLC14A2	0
SLC14A2_5	SLC14A2	0
SLC15A1_1	SLC15A1	0
SLC15A1_2	SLC15A1	0
SLC15A1_3	SLC15A1	0
SLC15A1_4	SLC15A1	0
SLC15A1_5	SLC15A1	0
SLC15A2_2	SLC15A2	0
SLC15A2_3	SLC15A2	0
SLC15A2_4	SLC15A2	0
SLC15A2_5	SLC15A2	0
SLC15A3_1	SLC15A3	0
SLC15A3_2	SLC15A3	0
SLC15A3_3	SLC15A3	0
SLC15A3_4	SLC15A3	0
SLC15A3_5	SLC15A3	0
SLC15A4_1	SLC15A4	0
SLC15A4_2	SLC15A4	0
SLC15A4_3	SLC15A4	0
SLC15A4_4	SLC15A4	0
SLC15A4_5	SLC15A4	0
SLC15A5_1	SLC15A5	0
SLC15A5_2	SLC15A5	0
SLC15A5_3	SLC15A5	0
SLC15A5_4	SLC15A5	0
SLC15A5_5	SLC15A5	0
SLC16A1_1	SLC16A1	0
SLC16A1_2	SLC16A1	0
SLC16A1_4	SLC16A1	0
SLC16A1_5	SLC16A1	0
SLC16A10_1	SLC16A10	0
SLC16A10_2	SLC16A10	0
SLC16A10_3	SLC16A10	0
SLC16A10_4	SLC16A10	0
SLC16A10_5	SLC16A10	0
SLC16A11_1	SLC16A11	0
SLC16A11_2	SLC16A11	0
SLC16A11_3	SLC16A11	0
SLC16A11_4	SLC16A11	0
SLC16A11_5	SLC16A11	0
SLC16A12_1	SLC16A12	0
SLC16A12_2	SLC16A12	0
SLC16A12_3	SLC16A12	0
SLC16A12_4	SLC16A12	0
SLC16A12_5	SLC16A12	0
SLC16A13_1	SLC16A13	0
SLC16A13_2	SLC16A13	0
SLC16A13_3	SLC16A13	0
SLC16A13_4	SLC16A13	0
SLC16A13_5	SLC16A13	0
SLC16A14_1	SLC16A14	0
SLC16A14_2	SLC16A14	0
SLC16A14_3	SLC16A14	0
SLC16A14_4	SLC16A14	0
SLC16A14_5	SLC16A14	0
SLC16A2_1	SLC16A2	0
SLC16A2_2	SLC16A2	0
SLC16A2_3	SLC16A2	0
SLC16A2_5	SLC16A2	0
SLC16A3_1	SLC16A3	0
SLC16A3_2	SLC16A3	0
SLC16A3_3	SLC16A3	0
SLC16A3_4	SLC16A3	0
SLC16A3_5	SLC16A3	0
SLC16A4_1	SLC16A4	0
SLC16A4_2	SLC16A4	0
SLC16A4_3	SLC16A4	0
SLC16A4_4	SLC16A4	0
SLC16A4_5	SLC16A4	0
SLC16A5_1	SLC16A5	0
SLC16A5_2	SLC16A5	0
SLC16A5_5	SLC16A5	0
SLC16A6_1	SLC16A6	0
SLC16A6_2	SLC16A6	0
SLC16A6_3	SLC16A6	0
SLC16A6_4	SLC16A6	0
SLC16A6_5	SLC16A6	0
SLC16A7_1	SLC16A7	0
SLC16A7_2	SLC16A7	0
SLC16A7_3	SLC16A7	0
SLC16A7_4	SLC16A7	0
SLC16A7_5	SLC16A7	0
SLC16A8_1	SLC16A8	0
SLC16A8_2	SLC16A8	0
SLC16A8_3	SLC16A8	0
SLC16A8_4	SLC16A8	0
SLC16A8_5	SLC16A8	0
SLC16A9_1	SLC16A9	0
SLC16A9_2	SLC16A9	0
SLC16A9_3	SLC16A9	0
SLC16A9_4	SLC16A9	0
SLC17A1_2	SLC17A1	0
SLC17A1_3	SLC17A1	0
SLC17A1_4	SLC17A1	0
SLC17A2_3	SLC17A2	0
SLC17A2_4	SLC17A2	0
SLC17A2_5	SLC17A2	0
SLC17A3_2	SLC17A3	0
SLC17A3_3	SLC17A3	0
SLC17A3_4	SLC17A3	0
SLC17A3_5	SLC17A3	0
SLC17A4_1	SLC17A4	0
SLC17A4_2	SLC17A4	0
SLC17A4_3	SLC17A4	0
SLC17A4_4	SLC17A4	0
SLC17A4_5	SLC17A4	0
SLC17A5_1	SLC17A5	0
SLC17A5_2	SLC17A5	0
SLC17A5_3	SLC17A5	0
SLC17A5_4	SLC17A5	0
SLC17A6_2	SLC17A6	0
SLC17A6_3	SLC17A6	0
SLC17A6_5	SLC17A6	0
SLC17A7_1	SLC17A7	0
SLC17A7_2	SLC17A7	0
SLC17A7_3	SLC17A7	0
SLC17A7_4	SLC17A7	0
SLC17A7_5	SLC17A7	0
SLC17A8_1	SLC17A8	0
SLC17A8_2	SLC17A8	0
SLC17A8_3	SLC17A8	0
SLC17A8_4	SLC17A8	0
SLC17A8_5	SLC17A8	0
SLC17A9_1	SLC17A9	0
SLC17A9_2	SLC17A9	0
SLC17A9_3	SLC17A9	0
SLC17A9_4	SLC17A9	0
SLC18A1_1	SLC18A1	0
SLC18A1_2	SLC18A1	0
SLC18A1_3	SLC18A1	0
SLC18A1_4	SLC18A1	0
SLC18A1_5	SLC18A1	0
SLC18A2_1	SLC18A2	0
SLC18A2_2	SLC18A2	0
SLC18A2_3	SLC18A2	0
SLC18A2_4	SLC18A2	0
SLC18A2_5	SLC18A2	0
SLC18A3_1	SLC18A3	0
SLC18A3_3	SLC18A3	0
SLC18A3_4	SLC18A3	0
SLC18A3_5	SLC18A3	0
SLC18B1_1	SLC18B1	0
SLC18B1_2	SLC18B1	0
SLC18B1_3	SLC18B1	0
SLC18B1_4	SLC18B1	0
SLC18B1_5	SLC18B1	0
SLC19A1_2	SLC19A1	0
SLC19A1_3	SLC19A1	0
SLC19A1_4	SLC19A1	0
SLC19A1_5	SLC19A1	0
SLC19A2_1	SLC19A2	0
SLC19A2_2	SLC19A2	0
SLC19A2_3	SLC19A2	0
SLC19A2_4	SLC19A2	0
SLC19A3_1	SLC19A3	0
SLC19A3_2	SLC19A3	0
SLC19A3_3	SLC19A3	0
SLC19A3_4	SLC19A3	0
SLC19A3_5	SLC19A3	0
SLC1A1_1	SLC1A1	0
SLC1A1_2	SLC1A1	0
SLC1A1_3	SLC1A1	0
SLC1A1_4	SLC1A1	0
SLC1A1_5	SLC1A1	0
SLC1A2_1	SLC1A2	0
SLC1A2_2	SLC1A2	0
SLC1A2_3	SLC1A2	0
SLC1A2_4	SLC1A2	0
SLC1A2_5	SLC1A2	0
SLC1A3_1	SLC1A3	0
SLC1A3_2	SLC1A3	0
SLC1A3_3	SLC1A3	0
SLC1A3_4	SLC1A3	0
SLC1A3_5	SLC1A3	0
SLC1A4_2	SLC1A4	0
SLC1A4_3	SLC1A4	0
SLC1A4_4	SLC1A4	0
SLC1A4_5	SLC1A4	0
SLC1A5_1	SLC1A5	0
SLC1A5_2	SLC1A5	0
SLC1A5_3	SLC1A5	0
SLC1A5_4	SLC1A5	0
SLC1A5_5	SLC1A5	0
SLC1A6_1	SLC1A6	0
SLC1A6_2	SLC1A6	0
SLC1A6_3	SLC1A6	0
SLC1A6_4	SLC1A6	0
SLC1A6_5	SLC1A6	0
SLC1A7_1	SLC1A7	0
SLC1A7_2	SLC1A7	0
SLC1A7_3	SLC1A7	0
SLC1A7_4	SLC1A7	0
SLC1A7_5	SLC1A7	0
SLC20A1_1	SLC20A1	0
SLC20A1_2	SLC20A1	0
SLC20A1_3	SLC20A1	0
SLC20A1_4	SLC20A1	0
SLC20A1_5	SLC20A1	0
SLC20A2_1	SLC20A2	0
SLC20A2_2	SLC20A2	0
SLC20A2_3	SLC20A2	0
SLC20A2_4	SLC20A2	0
SLC20A2_5	SLC20A2	0
SLC22A1_1	SLC22A1	0
SLC22A1_2	SLC22A1	0
SLC22A1_3	SLC22A1	0
SLC22A1_4	SLC22A1	0
